filename,treatment,day,row,col,cell_id,x1,y1,x2,y2,roi_x1,roi_y1,roi_x2,roi_y2,green_pixels,total_pixels,green_ratio,mean_green_strength,max_green_strength,largest_green_cluster,germinated_estimate
microbes_day_01_standardized.jpg,Microbes,1,1,1,R01_C01,0,0,120,120,14,14,106,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,1,2,R01_C02,120,0,240,120,134,14,226,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,1,3,R01_C03,240,0,360,120,254,14,346,106,107,8464,0.012641776937618147,61.03738317757009,102.0,70,True
microbes_day_01_standardized.jpg,Microbes,1,1,4,R01_C04,360,0,480,120,374,14,466,106,9,8464,0.0010633270321361058,75.44444444444444,87.0,5,False
microbes_day_01_standardized.jpg,Microbes,1,1,5,R01_C05,480,0,600,120,494,14,586,106,36,8464,0.004253308128544423,75.41666666666667,113.0,22,True
microbes_day_01_standardized.jpg,Microbes,1,1,6,R01_C06,600,0,720,120,614,14,706,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,1,7,R01_C07,720,0,840,120,734,14,826,106,27,8464,0.0031899810964083177,82.74074074074075,106.0,17,True
microbes_day_01_standardized.jpg,Microbes,1,1,8,R01_C08,840,0,960,120,854,14,946,106,97,8464,0.011460302457466919,74.38144329896907,96.0,90,True
microbes_day_01_standardized.jpg,Microbes,1,1,9,R01_C09,960,0,1080,120,974,14,1066,106,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,1,10,R01_C10,1080,0,1200,120,1094,14,1186,106,11,8464,0.0012996219281663517,81.18181818181819,89.0,5,False
microbes_day_01_standardized.jpg,Microbes,1,2,1,R02_C01,0,120,120,240,14,134,106,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,2,2,R02_C02,120,120,240,240,134,134,226,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,2,3,R02_C03,240,120,360,240,254,134,346,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,2,4,R02_C04,360,120,480,240,374,134,466,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,2,5,R02_C05,480,120,600,240,494,134,586,226,30,8464,0.003544423440453686,70.9,91.0,30,True
microbes_day_01_standardized.jpg,Microbes,1,2,6,R02_C06,600,120,720,240,614,134,706,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,2,7,R02_C07,720,120,840,240,734,134,826,226,17,8464,0.002008506616257089,83.58823529411765,106.0,13,True
microbes_day_01_standardized.jpg,Microbes,1,2,8,R02_C08,840,120,960,240,854,134,946,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,2,9,R02_C09,960,120,1080,240,974,134,1066,226,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,2,10,R02_C10,1080,120,1200,240,1094,134,1186,226,13,8464,0.0015359168241965973,84.92307692307692,99.0,8,False
microbes_day_01_standardized.jpg,Microbes,1,3,1,R03_C01,0,240,120,360,14,254,106,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,3,2,R03_C02,120,240,240,360,134,254,226,346,1,8464,0.00011814744801512288,38.0,38.0,1,False
microbes_day_01_standardized.jpg,Microbes,1,3,3,R03_C03,240,240,360,360,254,254,346,346,72,8464,0.008506616257088847,69.86111111111111,100.0,41,True
microbes_day_01_standardized.jpg,Microbes,1,3,4,R03_C04,360,240,480,360,374,254,466,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,3,5,R03_C05,480,240,600,360,494,254,586,346,7,8464,0.0008270321361058601,62.57142857142857,111.0,7,False
microbes_day_01_standardized.jpg,Microbes,1,3,6,R03_C06,600,240,720,360,614,254,706,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,3,7,R03_C07,720,240,840,360,734,254,826,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,3,8,R03_C08,840,240,960,360,854,254,946,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,3,9,R03_C09,960,240,1080,360,974,254,1066,346,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,3,10,R03_C10,1080,240,1200,360,1094,254,1186,346,58,8464,0.006852551984877127,58.94827586206897,81.0,33,True
microbes_day_01_standardized.jpg,Microbes,1,4,1,R04_C01,0,360,120,480,14,374,106,466,9,8464,0.0010633270321361058,38.44444444444444,48.0,9,False
microbes_day_01_standardized.jpg,Microbes,1,4,2,R04_C02,120,360,240,480,134,374,226,466,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,4,3,R04_C03,240,360,360,480,254,374,346,466,71,8464,0.008388468809073724,64.73239436619718,89.0,71,True
microbes_day_01_standardized.jpg,Microbes,1,4,4,R04_C04,360,360,480,480,374,374,466,466,96,8464,0.011342155009451797,70.05208333333333,99.0,48,True
microbes_day_01_standardized.jpg,Microbes,1,4,5,R04_C05,480,360,600,480,494,374,586,466,30,8464,0.003544423440453686,76.66666666666667,98.0,30,True
microbes_day_01_standardized.jpg,Microbes,1,4,6,R04_C06,600,360,720,480,614,374,706,466,0,8464,0.0,0.0,0.0,0,False
microbes_day_01_standardized.jpg,Microbes,1,4,7,R04_C07,720,360,840,480,734,374,826,466,18,8464,0.0021266540642722116,95.77777777777777,119.0,18,True
microbes_day_01_standardized.jpg,Microbes,1,4,8,R04_C08,840,360,960,480,854,374,946,466,0,8464,0.0,0.0,0.0,0,False
